customer_sk	recency_days	frequency_orders	monetary_value	r_score	f_score	m_score	rfm_score	rfm_segment	dwh_create_date
12824	3179	1	1232.85	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
57372	3179	1	1232.85	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
67434	3180	1	1232.85	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
20951	3176	1	1232.85	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
11320	3279	1	1233.42	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
84450	2894	1	1234.15	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
55131	3112	1	1234.62	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
23457	3095	1	1234.62	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
71566	3291	1	1234.62	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
90061	3154	4	1236.76	4	5	5	455	CHAMPIONS	2026-05-13 20:55:29.630
74974	3233	2	1237.39	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
7538	3179	1	1237.81	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
75453	3178	1	1237.81	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
40211	3345	1	1239.94	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
2472	3178	1	1240.85	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
43607	3180	1	1240.85	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
74168	3179	1	1240.85	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
71541	3177	1	1240.85	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
1660	3206	1	1241.19	5	4	5	545	CHAMPIONS	2026-05-13 20:55:29.630
47394	3003	1	1242.54	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
19263	3095	1	1242.57	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
24827	3027	1	1243.62	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
35494	3172	1	1243.66	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
65063	2940	1	1244.12	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
54934	2912	1	1244.74	2	1	5	215	REGULAR	2026-05-13 20:55:29.630
84811	2976	1	1245.09	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
21939	3361	1	1246.34	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
13461	3379	1	1246.42	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
4136	2993	1	1246.90	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
20711	2948	1	1246.97	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
65331	3164	2	1247.13	4	5	5	455	CHAMPIONS	2026-05-13 20:55:29.630
35691	3254	1	1247.29	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
39916	3285	1	1247.36	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
36094	2875	1	1247.96	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
75484	3161	3	1249.87	4	5	5	455	CHAMPIONS	2026-05-13 20:55:29.630
20175	3271	1	1250.42	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
53288	3176	1	1250.81	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
23840	3176	1	1250.81	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
82672	3180	1	1250.81	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
46510	3179	1	1250.81	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
41144	3178	1	1250.81	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
37289	2961	1	1251.02	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
42285	2965	1	1251.44	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
36633	3174	1	1251.70	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
49054	3166	1	1252.81	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
83027	2837	1	1253.03	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
53813	3222	1	1253.86	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
18968	2900	3	1254.01	1	5	5	155	AT_RISK	2026-05-13 20:55:29.630
39014	2947	1	1255.43	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
46715	2832	1	1255.71	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
17052	3045	1	1257.96	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
83322	3283	1	1257.96	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
85637	3040	1	1258.23	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
65671	2978	1	1258.73	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
18664	2931	1	1259.04	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
42381	2834	1	1260.65	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
53357	3179	1	1260.76	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
84100	3178	1	1260.76	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
94015	2970	1	1264.17	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
58800	3162	1	1265.83	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
91886	3283	1	1266.94	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
84248	2989	2	1267.20	2	5	5	255	AT_RISK	2026-05-13 20:55:29.630
92266	2897	1	1269.50	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
24271	2896	1	1270.70	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
49152	3195	1	1272.51	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
35281	2823	1	1272.67	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
76976	3275	1	1273.16	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
31281	2848	2	1274.03	1	5	5	155	AT_RISK	2026-05-13 20:55:29.630
9874	3091	1	1274.51	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
22312	2919	1	1275.39	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
82983	3005	2	1275.77	3	5	5	355	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
77512	2853	3	1276.52	1	5	5	155	AT_RISK	2026-05-13 20:55:29.630
23821	3075	1	1279.10	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
7964	2868	1	1281.12	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
9518	3359	1	1284.25	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
24289	3351	1	1284.25	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
39991	2873	1	1284.78	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
57697	2925	1	1288.74	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
13982	3095	1	1289.00	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
44274	3047	1	1289.50	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
79006	2997	1	1290.32	3	2	5	325	REGULAR	2026-05-13 20:55:29.630
93029	3369	1	1290.79	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
78424	2907	3	1290.88	1	5	5	155	AT_RISK	2026-05-13 20:55:29.630
21813	2831	1	1291.39	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
78288	2847	1	1291.39	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
21129	2981	1	1293.26	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
13126	3243	1	1293.27	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
87723	3130	2	1294.09	4	5	5	455	CHAMPIONS	2026-05-13 20:55:29.630
22084	2851	1	1294.26	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
6955	3073	2	1297.47	3	5	5	355	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
93281	3348	1	1298.10	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
67471	3212	1	1300.57	5	4	5	545	CHAMPIONS	2026-05-13 20:55:29.630
88997	3194	1	1300.57	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
49163	2906	1	1301.01	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
59448	2830	1	1302.42	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
53881	3002	1	1303.50	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
70448	3244	1	1304.02	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
12569	3069	2	1304.36	3	5	5	355	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
27768	2925	1	1305.51	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
66111	3032	1	1306.26	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
2337	2925	1	1308.18	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
19760	3037	1	1310.23	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
72067	2913	1	1310.95	2	1	5	215	REGULAR	2026-05-13 20:55:29.630
4487	2912	1	1310.95	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
84377	2928	1	1311.46	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
73698	2834	1	1312.67	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
82582	2817	1	1312.67	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
90159	2955	1	1314.86	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
10504	2974	1	1314.95	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
32373	3066	1	1314.99	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
38298	3266	1	1315.90	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
92214	2963	1	1316.14	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
76288	2916	1	1317.04	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
69905	3386	1	1317.36	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
30342	3268	1	1317.90	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
37066	2823	1	1318.06	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
89727	2919	1	1319.32	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
2491	2958	1	1321.00	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
61259	2884	2	1321.63	1	5	5	155	AT_RISK	2026-05-13 20:55:29.630
3063	2900	1	1322.69	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
82375	2972	1	1322.97	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
5937	2972	1	1322.97	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
18325	3394	1	1323.30	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
57351	3386	1	1323.79	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
10624	3344	1	1325.32	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
68768	3082	1	1325.44	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
20133	2996	1	1325.44	3	2	5	325	REGULAR	2026-05-13 20:55:29.630
26803	3393	1	1326.79	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
23958	2824	1	1326.85	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
40281	2828	1	1326.85	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
33659	3205	1	1327.54	5	4	5	545	CHAMPIONS	2026-05-13 20:55:29.630
62836	2900	1	1327.72	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
15127	3293	1	1328.08	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
43212	3178	1	1328.59	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
90228	2884	1	1330.20	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
64986	3086	1	1333.25	4	3	5	435	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
77572	3014	1	1333.25	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
66425	3175	1	1333.55	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
12461	3032	1	1334.03	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
93293	3093	1	1334.28	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
613	3171	1	1337.19	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
6049	3171	1	1338.41	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
8503	3171	1	1338.41	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
55990	3171	1	1338.41	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
24513	3173	1	1338.41	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
83723	3175	1	1338.51	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
63250	3176	1	1338.51	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
69960	3176	1	1338.51	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
39178	3178	1	1338.51	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
93062	2830	1	1341.26	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
3632	3173	1	1341.45	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
36352	3175	1	1341.55	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
36954	2837	1	1342.03	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
80509	2829	1	1342.63	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
26296	2821	1	1342.63	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
43081	2860	1	1343.44	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
39232	3171	1	1344.36	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
91143	3176	1	1344.46	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
39094	3070	1	1344.82	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
2907	3381	1	1347.96	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
20507	3017	1	1348.66	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
79506	3025	1	1349.05	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
46871	2911	1	1349.16	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
7343	3357	1	1350.50	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
3819	3098	1	1351.03	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
47914	3173	1	1351.41	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
58422	3173	1	1351.41	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
55824	2856	1	1351.44	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
52741	3174	1	1351.51	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
49276	3174	1	1351.51	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
92454	3176	1	1351.51	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
39169	3212	1	1351.94	5	4	5	545	CHAMPIONS	2026-05-13 20:55:29.630
14603	2831	1	1353.28	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
40226	3051	1	1354.06	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
32981	3087	1	1354.09	4	3	5	435	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
14138	3082	1	1354.80	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
1536	3348	1	1355.73	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
15457	3202	1	1356.80	5	4	5	545	CHAMPIONS	2026-05-13 20:55:29.630
68469	3295	1	1358.75	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
63077	3093	1	1359.40	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
6478	2888	1	1359.47	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
40693	3038	1	1362.37	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
49376	3382	1	1367.23	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
31343	3376	1	1367.50	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
8987	2840	1	1367.75	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
19967	2956	1	1368.11	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
51726	3000	1	1368.87	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
28125	3022	1	1369.63	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
91219	3137	1	1370.26	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
33455	2850	1	1370.41	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
87770	2919	1	1371.88	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
3048	2861	1	1372.10	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
75229	2843	1	1372.22	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
86343	3136	1	1372.25	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
23604	3244	1	1373.19	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
53975	3118	1	1373.83	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
71892	3115	1	1373.83	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
77713	3120	1	1373.83	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
23659	2823	1	1377.99	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
69727	3070	1	1378.79	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
11784	2903	2	1381.41	1	5	5	155	AT_RISK	2026-05-13 20:55:29.630
27507	3074	1	1381.83	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
75564	3117	1	1381.87	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
74400	3239	1	1384.73	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
37354	3107	1	1384.74	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
35358	2959	1	1388.30	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
20693	2879	1	1388.43	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
56035	2949	1	1388.68	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
53575	2855	1	1388.98	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
26813	2950	1	1391.13	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
35091	2989	1	1391.13	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
88909	2944	1	1391.28	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
7070	2859	1	1391.35	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
78495	2859	1	1391.35	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
34596	2834	1	1391.39	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
82646	3116	1	1391.79	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
23079	3159	1	1391.89	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
94318	2876	1	1392.37	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
78626	3003	1	1394.77	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
89162	3289	2	1398.18	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
31172	3320	1	1400.33	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
43448	3506	1	1400.74	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
70460	3160	1	1401.85	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
93116	2938	1	1404.24	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
24469	3197	1	1404.41	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
44400	3357	1	1409.12	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
61293	3207	1	1411.13	5	4	5	545	CHAMPIONS	2026-05-13 20:55:29.630
29535	3269	1	1411.62	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
45038	2855	1	1414.70	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
61317	2945	1	1415.66	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
2188	2925	1	1415.66	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
56364	3134	1	1415.80	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
35401	2902	1	1416.41	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
42701	3194	1	1416.70	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
64592	2866	1	1416.95	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
41290	2952	1	1418.86	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
2389	3249	1	1421.69	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
5545	3243	1	1422.05	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
54549	2895	1	1423.21	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
13269	3002	1	1423.52	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
84159	3019	1	1423.54	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
93868	3504	1	1423.55	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
65779	3325	1	1424.00	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
64211	3084	1	1424.45	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
13730	3085	1	1425.56	4	3	5	435	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
44184	3060	1	1426.57	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
72443	2856	1	1426.58	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
21611	3278	1	1426.81	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
55870	3143	1	1427.04	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
75239	3099	1	1427.25	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
26945	2941	1	1427.58	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
443	2981	1	1429.59	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
29530	2908	1	1430.91	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
38406	2971	1	1431.33	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
62426	2876	1	1431.63	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
86923	3084	2	1432.21	3	5	5	355	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
38799	2916	1	1432.92	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
44467	3047	1	1433.04	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
45182	3325	1	1435.58	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
70554	2925	1	1436.46	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
63845	2952	1	1436.84	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
64732	3052	1	1437.10	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
19357	3105	1	1437.15	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
5869	2902	1	1437.64	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
60972	3355	1	1438.23	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
59819	2938	1	1439.27	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
21065	3088	1	1440.10	4	3	5	435	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
40848	3053	2	1441.62	3	5	5	355	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
26416	3171	1	1442.15	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
81017	2884	1	1442.79	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
22774	3229	1	1442.84	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
22961	3082	1	1444.62	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
93616	3038	2	1447.02	3	5	5	355	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
15378	2923	3	1451.00	2	5	5	255	AT_RISK	2026-05-13 20:55:29.630
42620	3039	1	1453.30	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
44436	2905	1	1458.51	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
42779	2926	1	1462.65	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
16263	3102	1	1463.37	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
80800	3107	2	1467.87	4	5	5	455	CHAMPIONS	2026-05-13 20:55:29.630
63963	2888	1	1468.45	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
24878	3113	1	1471.51	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
6299	3121	1	1471.51	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
87181	3124	1	1471.51	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
73748	3132	1	1471.51	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
52144	3131	1	1471.51	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
16293	2852	1	1472.47	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
56379	3056	1	1474.42	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
50480	2838	1	1474.76	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
88947	3053	1	1475.08	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
91939	2953	1	1476.07	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
76470	3059	1	1476.80	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
26401	2897	2	1478.20	1	5	5	155	AT_RISK	2026-05-13 20:55:29.630
66455	2989	1	1478.45	2	2	5	225	REGULAR	2026-05-13 20:55:29.630
78380	2835	1	1478.48	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
28651	3049	1	1478.95	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
42833	3137	1	1479.51	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
33461	3125	1	1479.51	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
29078	3120	1	1479.51	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
71041	3114	1	1479.51	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
93337	3114	1	1479.51	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
64472	3117	1	1479.51	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
47060	3112	1	1479.51	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
45145	2837	1	1480.73	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
65552	3344	1	1481.03	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
58795	3044	1	1482.24	3	3	5	335	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
45283	3123	1	1482.42	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
66084	3003	2	1483.26	3	5	5	355	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
43985	3113	1	1485.31	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
57494	3313	1	1488.14	5	5	5	555	CHAMPIONS	2026-05-13 20:55:29.630
73668	2845	1	1488.59	1	1	5	115	REGULAR	2026-05-13 20:55:29.630
5714	3116	1	1489.47	4	4	5	445	CHAMPIONS	2026-05-13 20:55:29.630
